Policy ID;Component;Centre;Platform;Component;Centre;Platform;Version;enabled;Policy Identifier (FileType);Regular Expression (regex);installation_node;src_user;src_host;src_path;src_Protocol;dst_user;dst_host;dst_path;dst_protocol;suffix/prefix
141;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_0_SRA;^S3B_SR_0_SRA____..............._..............._..............._0................_..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
142;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_TM_0_HKM;^S3B_TM_0_HKM.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
143;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_TM_0_NAT;^S3B_TM_0_NAT.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
144;PM_Outbox;MARINE;REF;SALP_MMDS;MARINE;VAL;01.00;YES;S3B_DO_0_DOP;^S3B_DO_0_DOP.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;s3pdgs;s3-refsims02-prd.eumetsat.int;out/toSALP/DO_0_DOP___/;FTP;
145;PM_Outbox;MARINE;REF;SALP_MMDS;MARINE;VAL;01.00;YES;S3B_DO_0_NAV;^S3B_DO_0_NAV.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;s3pdgs;s3-refsims02-prd.eumetsat.int;out/toSALP/DO_0_NAV___/;FTP;
146;PM_Outbox;MARINE;REF;SALP_MMDS;MARINE;VAL;01.00;YES;S3B_GN_0_GNS;^S3B_GN_0_GNS.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;s3pdgs;s3-refsims02-prd.eumetsat.int;out/toSALP/GN_0_GNS___/;FTP;
147;PM_Outbox;MARINE;REF;SALP_MMDS;MARINE;VAL;01.00;YES;S3B_TM_0_NAT;^S3B_TM_0_NAT.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;s3pdgs;s3-refsims02-prd.eumetsat.int;out/toSALP/TM_0_NAT___/;FTP;
148;PM_Outbox;MARINE;REF;PM_aux-inbox;MARINE;REF;01.00;YES;S3B_TM_0_NAT;^S3B_TM_0_NAT.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data/pm4-s3/aux-inbox;FS;
149;PM_Outbox;MARINE;REF;PM_aux-inbox;MARINE;REF;01.00;YES;S3B_TM_0_NAT;^S3B_TM_0_NAT.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data/pm5-s3/aux-inbox;FS;
150;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR1SRA_A_NT;^S3B_SR_1_SRA_A__..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
151;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL1RBT_BW_NT;^S3B_SL_1_RBT_BW_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
152;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL_1_RBT__NT;^S3B_SL_1_RBT____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
153;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL2WFR_BW_NT;^S3B_OL_2_WFR_BW_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
154;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_MW_1_MWR_NT;^S3B_MW_1_MWR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
155;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_2_WFR_NT;^S3B_OL_2_WFR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
156;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL_2_WST__NT;^S3B_SL_2_WST____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
157;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR1SRA_BS_NT;^S3B_SR_1_SRA_BS_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
158;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_2_WAT_NT;^S3B_SR_2_WAT____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
159;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL1EFR_BW_NT;^S3B_OL_1_EFR_BW_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
160;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_1_SRA_NT;^S3B_SR_1_SRA____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
161;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_1_EFR_NT;^S3B_OL_1_EFR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
162;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL2WST_BW_NT;^S3B_SL_2_WST_BW_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
163;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_1_SPC;^S3B_OL_1_SPC____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
164;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_1_SRA_NR;^S3B_SR_1_SRA____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
165;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_MW_1_MWR_NR;^S3B_MW_1_MWR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
166;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_MW_1_CAL_NR;^S3B_MW_1_CAL____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
167;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_1_EFR_NR;^S3B_OL_1_EFR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
168;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL_1_RBT_NR;^S3B_SL_1_RBT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
169;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL_2_WST_NR;^S3B_SL_2_WST____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
170;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_2_NRPPAX;^S3B_SR_2_NRPPAX.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
171;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_2_WFR_NR;^S3B_OL_2_WFR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
172;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL_2_WCT_NR;^S3B_SL_2_WCT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
173;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_1_ERR_NR;^S3B_OL_1_ERR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
174;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_2_WRR_NR;^S3B_OL_2_WRR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
175;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_1_RAC_NR;^S3B_OL_1_RAC____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
176;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_1_CAL_NR;^S3B_SR_1_CAL____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
177;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_2_WAT_NR;^S3B_SR_2_WAT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
178;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR1SRA_A_ST;^S3B_SR_1_SRA_A__..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
179;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_1_SRA_ST;^S3B_SR_1_SRA____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
180;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR1SRA_BS_ST;^S3B_SR_1_SRA_BS_..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
181;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_2_WAT_ST;^S3B_SR_2_WAT____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
182;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_MW_1_MWR_ST;^S3B_MW_1_MWR____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas04-prd.eumetsat.int;s3sysadm;s3-refpwas04-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
183;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_OL_0_CR0;^S3B_OL_0_CR0.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
184;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_SL_1_RBT_NR;^S3B_SL_1_RBT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
185;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_TM_0_NAT;^S3B_TM_0_NAT.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
186;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_OL_0_CR1;^S3B_OL_0_CR1.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
187;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_DO_0_NAV;^S3B_DO_0_NAV.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
188;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_OL_2_WFR_NR;^S3B_OL_2_WFR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
189;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_TM_0_HKM;^S3B_TM_0_HKM.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
190;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_MW_1_MWR_NR;^S3B_MW_1_MWR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
191;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_SR_1_SRA_NR;^S3B_SR_1_SRA____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
192;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_MW_0_MWR;^S3B_MW_0_MWR.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
193;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_OL_1_SPC;^S3B_OL_1_SPC____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
194;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_SL_2_WST_NR;^S3B_SL_2_WST____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
195;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_GN_0_GNS;^S3B_GN_0_GNS.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
196;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_DO_0_DOP;^S3B_DO_0_DOP.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
197;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_OL_2_WRR_NR;^S3B_OL_2_WRR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
198;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_OL_1_ERR_NR;^S3B_OL_1_ERR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
199;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_SR_2_WAT_NR;^S3B_SR_2_WAT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
200;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_SR_0_CAL;^S3B_SR_0_CAL.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
201;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_SL_2_WCT_NR;^S3B_SL_2_WCT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
202;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_OL_1_RAC_NR;^S3B_OL_1_RAC____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
203;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_OL_1_EFR_NR;^S3B_OL_1_EFR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
204;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3B_MW_1_CAL_NR;^S3B_MW_1_CAL____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
205;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_0_EFR_C;^S3A_OL_0_EFR____..............._..............._..............._(1|2|3|4|5|6)................_..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
206;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL_0_SLT_C;^S3A_SL_0_SLT____..............._..............._..............._(1|2|3|4|5|6)................_..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
207;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_0_SRA_C;^S3A_SR_0_SRA____..............._..............._..............._(1|2|3|4|5|6)................_..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
208;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_0_EFR_C;^S3B_OL_0_EFR____..............._..............._..............._(1|2|3|4|5|6)................_..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
209;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL_0_SLT_C;^S3B_SL_0_SLT____..............._..............._..............._(1|2|3|4|5|6)................_..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
