Policy ID;Component;Centre;Platform;Component;Centre;Platform;Version;enabled;Policy Identifier (FileType);Regular Expression (regex);installation_node;src_user;src_host;src_path;src_Protocol;dst_user;dst_host;dst_path;dst_protocol;suffix/prefix
71;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_TM_0_NAT;^S3A_TM_0_NAT.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
72;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_MW_1_MWR_NT;^S3A_MW_1_MWR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
73;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_OL_1_EFR_NT;^S3A_OL_1_EFR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
74;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_OL_2_WFR_NT;^S3A_OL_2_WFR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
75;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SL_1_RBT_NT;^S3A_SL_1_RBT____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
76;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SL_2_WST_NT;^S3A_SL_2_WST____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
77;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SR1SRA_A_NT;^S3A_SR_1_SRA_A__..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
78;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SR1SRA_BS_NT;^S3A_SR_1_SRA_BS_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
79;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SR_1_SRA_NT;^S3A_SR_1_SRA____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
80;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SR_2_WAT_NT;^S3A_SR_2_WAT____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
81;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_MW_1_MWR_ST;^S3A_MW_1_MWR____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
82;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SR1SRA_A_ST;^S3A_SR_1_SRA_A__..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
83;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SR1SRA_BS_ST;^S3A_SR_1_SRA_BS_..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
84;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SR_1_SRA_ST;^S3A_SR_1_SRA____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
85;PM_Outbox;MARINE;REF;ODA_INBOX;MARINE;REF;01.00;YES;S3A_SR_2_WAT_ST;^S3A_SR_2_WAT____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-refodas01.eumetsat.int;/ODA_INBOX;FTP;
86;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_DO_0_DOP;^S3A_DO_0_DOP.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
87;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_DO_0_NAV;^S3A_DO_0_NAV.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
88;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_GN_0_GNS;^S3A_GN_0_GNS.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
89;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_MW_0_MWR;^S3A_MW_0_MWR.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
90;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_MW_1_CAL_NR;^S3A_MW_1_CAL____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
91;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_MW_1_MWR_NR;^S3A_MW_1_MWR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
92;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_0_CR0;^S3A_OL_0_CR0.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
93;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_0_CR1;^S3A_OL_0_CR1.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
94;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_0_EFR;^S3A_OL_0_EFR____..............._..............._..............._0................_..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
95;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_1_EFR_NR;^S3A_OL_1_EFR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
96;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_1_ERR_NR;^S3A_OL_1_ERR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
97;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_1_RAC_NR;^S3A_OL_1_RAC____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
98;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_2_WFR_NR;^S3A_OL_2_WFR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
99;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_2_WRR_NR;^S3A_OL_2_WRR____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
100;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL_0_SLT;^S3A_SL_0_SLT____..............._..............._..............._0................_..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
101;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL_1_RBT_NR;^S3A_SL_1_RBT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
102;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL_2_WCT_NR;^S3A_SL_2_WCT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
103;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL_2_WST_NR;^S3A_SL_2_WST____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
104;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_0_CAL;^S3A_SR_0_CAL.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
105;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_0_SRA;^S3A_SR_0_SRA____..............._..............._..............._0................_..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
106;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_1_SRA_NR;^S3A_SR_1_SRA____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
107;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_2_WAT_NR;^S3A_SR_2_WAT____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
108;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_TM_0_HKM;^S3A_TM_0_HKM.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
109;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_TM_0_NAT;^S3A_TM_0_NAT.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
110;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_MW_1_MWR_NT;^S3A_MW_1_MWR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
111;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL1EFR_BW_NT;^S3A_OL_1_EFR_BW_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
112;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_1_EFR_NT;^S3A_OL_1_EFR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
113;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL2WFR_BW_NT;^S3A_OL_2_WFR_BW_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
114;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_OL_2_WFR_NT;^S3A_OL_2_WFR____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
115;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL1RBT_BW_NT;^S3A_SL_1_RBT_BW_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
116;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL_1_RBT__NT;^S3A_SL_1_RBT____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
117;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL2WST_BW_NT;^S3A_SL_2_WST_BW_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
118;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SL_2_WST__NT;^S3A_SL_2_WST____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
119;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR1SRA_A_NT;^S3A_SR_1_SRA_A__..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
120;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR1SRA_BS_NT;^S3A_SR_1_SRA_BS_..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
121;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_1_SRA_NT;^S3A_SR_1_SRA____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
122;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_2_WAT_NT;^S3A_SR_2_WAT____..............._..............._..............._................._..._F_NT_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
123;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_MW_1_MWR_ST;^S3A_MW_1_MWR____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
124;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR1SRA_A_ST;^S3A_SR_1_SRA_A__..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
125;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR1SRA_BS_ST;^S3A_SR_1_SRA_BS_..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
126;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_1_SRA_ST;^S3A_SR_1_SRA____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
127;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_2_WAT_ST;^S3A_SR_2_WAT____..............._..............._..............._................._..._F_ST_...\..*$;s3-refpwas02-prd.eumetsat.int;s3sysadm;s3-refpwas02-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
128;MPF;MARINE;REF;PD_OUTBOX;MARINE;SIM;01.00;YES;S3B_MPL__NPPF;^S3B.*_OPER_MPL__NPPF.*$;s3-refadcs01-prd.eumetsat.int;s3mpfuser;s3-refmpfs01-prd.eumetsat.int;/home/s3mpfuser/data/outputs;FTP;s3sysadm;s3-refsims02-prd.eumetsat.int;/data_PWA/pd-s3/outbox;FTP;
129;MPF;MARINE;REF;ESTEC_MMDS;MARINE;SIM;01.00;YES;S3B_MPL__NPPF;^S3B.*_OPER_MPL__NPPF.*$;s3-refadcs01-prd.eumetsat.int;s3mpfuser;s3-refmpfs01-prd.eumetsat.int;/home/s3mpfuser/data/outputs;FTP;s3pdgs;s3-refsims02-prd.eumetsat.int;/out/toESTEC/fromMPF;FTP;
130;MPF;MARINE;REF;MPMF ;MARINE;OPE;01.00;YES;S3B_MPL__NPPF;^S3B.*_OPER_MPL__NPPF.*$;s3-refadcs01-prd.eumetsat.int;s3mpfuser;s3-refmpfs01-prd.eumetsat.int;/home/s3mpfuser/data/outputs;FTP;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromMP;FTP;
131;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_2_NRPPAX;^S3A_SR_2_NRPPAX.*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
132;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3A_SR_1_CAL_NR;^S3A_SR_1_CAL____..............._..............._..............._................._..._F_NR_...\..*$;s3-refpwas01-prd.eumetsat.int;s3sysadm;s3-refpwas01-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
133;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_DO_0_DOP;^S3B_DO_0_DOP.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
134;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_DO_0_NAV;^S3B_DO_0_NAV.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
135;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_GN_0_GNS;^S3B_GN_0_GNS.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
136;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_MW_0_MWR;^S3B_MW_0_MWR.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
137;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_0_CR0;^S3B_OL_0_CR0.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
138;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_OL_0_CR1;^S3B_OL_0_CR1.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
139;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SL_0_SLT;^S3B_SL_0_SLT____..............._..............._..............._0................_..._F_NR_...\..*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
140;PM_Outbox;MARINE;REF;MPMF;MARINE;OPE;01.00;YES;S3B_SR_0_CAL;^S3B_SR_0_CAL.*$;s3-refpwas03-prd.eumetsat.int;s3sysadm;s3-refpwas03-prd.eumetsat.int;/data_PWA/pm-s3/outbox;FS;ops3pdgs;s3-mpminfs01-prd.eumetsat.int;/data/fromREF_PD;FTP;
